sepal_length,sepal_width,petal_length,petal_width,cluster,u1,u2,u3,J,F
5.1,3.5,1.4,0.2,2,1.3055008914641526e-10,1.0373399066677182e-05,0.9999896264703833,62.0621010068738,137.16736220038644
4.9,3.0,1.4,0.2,2,9.81197581160287e-11,1.4297782902532135e-05,0.9999857021189777,62.0621010068738,137.16736220038644
4.7,3.2,1.3,0.2,2,1.905781567416532e-11,4.327090589856208e-06,0.9999956728903523,62.0621010068738,137.16736220038644
4.6,3.1,1.5,0.2,2,7.376430408146782e-11,1.3230439657317487e-05,0.9999867694865784,62.0621010068738,137.16736220038644
5.0,3.6,1.4,0.2,2,8.611842776404562e-11,7.622765054173021e-06,0.9999923771488274,62.0621010068738,137.16736220038644
5.4,3.9,1.7,0.4,2,5.8764362573939235e-09,9.28703474208238e-05,0.9999071237761429,62.0621010068738,137.16736220038644
4.6,3.4,1.4,0.3,2,3.6699288117148474e-11,6.27023641248672e-06,0.9999937297268882,62.0621010068738,137.16736220038644
5.0,3.4,1.5,0.2,2,2.2554220623077664e-10,1.77763452546861e-05,0.9999822234292031,62.0621010068738,137.16736220038644
4.4,2.9,1.4,0.2,2,1.9578858901994454e-11,6.839960844802915e-06,0.9999931600195764,62.0621010068738,137.16736220038644
4.9,3.1,1.5,0.1,2,1.4431803664677586e-10,1.7660663520743456e-05,0.9999823391921613,62.0621010068738,137.16736220038644
5.4,3.7,1.5,0.2,2,6.896182096868186e-10,2.388416145804044e-05,0.9999761151489238,62.0621010068738,137.16736220038644
4.8,3.4,1.6,0.2,2,2.570380481589739e-10,2.238490910873654e-05,0.9999776148338532,62.0621010068738,137.16736220038644
4.8,3.0,1.4,0.1,2,4.9674301112220986e-11,9.506487135324136e-06,0.9999904934631904,62.0621010068738,137.16736220038644
4.3,3.0,1.1,0.1,2,8.152435468104427e-13,7.003167564765307e-07,0.9999992996824283,62.0621010068738,137.16736220038644
5.8,4.0,1.2,0.2,2,1.8751275195717336e-10,5.649570650621866e-06,0.9999943502418366,62.0621010068738,137.16736220038644
5.7,4.4,1.5,0.4,2,2.1841976557156634e-09,2.5194943749605055e-05,0.9999748028720526,62.0621010068738,137.16736220038644
5.4,3.9,1.3,0.4,2,2.3326945681171436e-10,9.163960949230108e-06,0.9999908358057813,62.0621010068738,137.16736220038644
5.1,3.5,1.4,0.3,2,1.8391917157849025e-10,1.3106878342072516e-05,0.9999868929377388,62.0621010068738,137.16736220038644
5.7,3.8,1.7,0.3,2,1.2430128068500534e-08,0.00014171927283746362,0.9998582682970345,62.0621010068738,137.16736220038644
5.1,3.8,1.5,0.3,2,3.260089348616097e-10,1.5650942972461445e-05,0.9999843487310186,62.0621010068738,137.16736220038644
5.4,3.4,1.7,0.2,2,4.374571576665731e-09,0.00011360601630424048,0.9998863896091241,62.0621010068738,137.16736220038644
5.1,3.7,1.5,0.4,2,4.965740325870699e-10,2.260764155427096e-05,0.9999773918618717,62.0621010068738,137.16736220038644
4.6,3.6,1.0,0.2,2,8.845118598025489e-13,3.746278896426988e-07,0.9999996253712258,62.0621010068738,137.16736220038644
5.1,3.3,1.7,0.5,2,4.797883063944147e-09,0.0001553265466245121,0.9998446686554924,62.0621010068738,137.16736220038644
4.8,3.4,1.9,0.2,2,2.8901560824400945e-09,0.00012714008124171695,0.9998728570286022,62.0621010068738,137.16736220038644
5.0,3.0,1.6,0.2,2,6.904960042492964e-10,5.417985277903389e-05,0.999945819456725,62.0621010068738,137.16736220038644
5.0,3.4,1.6,0.4,2,1.002856315592753e-09,5.063426323086869e-05,0.9999493647339128,62.0621010068738,137.16736220038644
