sepal_length,sepal_width,petal_length,petal_width,cluster,u1,u2,u3,J,F
5.1,3.5,1.4,0.2,1,0.0009304798654943737,0.9990009843839011,6.853575060460962e-05,10.716422103322715,190.99384251425923
4.9,3.0,1.4,0.2,1,0.0009955079211787373,0.9989409550253643,6.353705345708372e-05,10.716422103322715,190.99384251425923
4.7,3.2,1.3,0.2,1,0.000524917972117279,0.999444944627572,3.0137400310571637e-05,10.716422103322715,190.99384251425923
4.6,3.1,1.5,0.2,1,0.0009328032313956294,0.9990106876504962,5.650911810831566e-05,10.716422103322715,190.99384251425923
5.0,3.6,1.4,0.2,1,0.0007900938422807331,0.9991532289678047,5.667718991464635e-05,10.716422103322715,190.99384251425923
5.4,3.9,1.7,0.4,1,0.0033848373823917874,0.9962521317494214,0.000363030868186824,10.716422103322715,190.99384251425923
4.6,3.4,1.4,0.3,1,0.0006555186809609805,0.9993043975529095,4.008376612967309e-05,10.716422103322715,190.99384251425923
5.0,3.4,1.5,0.2,1,0.0012091518238506985,0.9987017234335784,8.912474257080137e-05,10.716422103322715,190.99384251425923
4.4,2.9,1.4,0.2,1,0.0006163056444868613,0.9993517996570374,3.189469847567267e-05,10.716422103322715,190.99384251425923
4.9,3.1,1.5,0.1,1,0.0011305333269848753,0.9987941919983693,7.527467464582057e-05,10.716422103322715,190.99384251425923
5.4,3.7,1.5,0.2,1,0.0015672123963022904,0.9982922364946986,0.0001405511089991776,10.716422103322715,190.99384251425923
4.8,3.4,1.6,0.2,1,0.0013342370713078312,0.9985699162308813,9.584669781084119e-05,10.716422103322715,190.99384251425923
4.8,3.0,1.4,0.1,1,0.0007859278258082367,0.9991669699218395,4.710225235232127e-05,10.716422103322715,190.99384251425923
4.3,3.0,1.1,0.1,1,0.00017979533615942225,0.9998126543271764,7.550336664417451e-06,10.716422103322715,190.99384251425923
5.8,4.0,1.2,0.2,1,0.000795000900089075,0.9991309972880906,7.400181182013199e-05,10.716422103322715,190.99384251425923
5.7,4.4,1.5,0.4,1,0.0018858627612407322,0.9978957536499524,0.00021838358880686183,10.716422103322715,190.99384251425923
5.4,3.9,1.3,0.4,1,0.000970011771115641,0.9989458186382676,8.416959061670974e-05,10.716422103322715,190.99384251425923
5.1,3.5,1.4,0.3,1,0.001058813896579307,0.9988613382814281,7.984782199261132e-05,10.716422103322715,190.99384251425923
5.7,3.8,1.7,0.3,1,0.004336665052478538,0.9951586862879597,0.0005046486595616602,10.716422103322715,190.99384251425923
5.1,3.8,1.5,0.3,1,0.0012223625669300635,0.9986766007775242,0.00010103665554585703,10.716422103322715,190.99384251425923
5.4,3.4,1.7,0.2,1,0.0034650316765922214,0.9962026159376888,0.00033235238571895,10.716422103322715,190.99384251425923
5.1,3.7,1.5,0.4,1,0.00147150948567412,0.9984055583004593,0.00012293221386657483,10.716422103322715,190.99384251425923
4.6,3.6,1.0,0.2,1,0.0001471289981343715,0.9998455757548043,7.295247061440556e-06,10.716422103322715,190.99384251425923
5.1,3.3,1.7,0.5,1,0.0039153304432724065,0.995731095861389,0.0003535736953386446,10.716422103322715,190.99384251425923
4.8,3.4,1.9,0.2,1,0.0034056347094231507,0.9963075760417909,0.0002867892487859504,10.716422103322715,190.99384251425923
5.0,3.0,1.6,0.2,1,0.002070579418730827,0.9977766013173268,0.0001528192639423654,10.716422103322715,190.99384251425923
5.0,3.4,1.6,0.4,1,0.0021397792282769907,0.997685895720862,0.00017432505086111748,10.716422103322715,190.99384251425923
5.2,3.5,1.5,0.2,1,0.0014159445653174059,0.9984696745579834,0.00011438087669929671,10.716422103322715,190.99384251425923
5.2,3.4,1.4,0.2,1,0.0010957799816555098,0.9988213468167674,8.287320157711555e-05,10.716422103322715,190.99384251425923
4.7,3.2,1.6,0.2,1,0.0013417151065119395,0.9985679833226005,9.030157088746296e-05,10.716422103322715,190.99384251425923
4.8,3.1,1.6,0.2,1,0.0015799485839641243,0.9983108675391996,0.00010918387683621841,10.716422103322715,190.99384251425923
5.4,3.4,1.5,0.4,1,0.0024021517736007004,0.9973806057404649,0.00021724248593440123,10.716422103322715,190.99384251425923
5.2,4.1,1.5,0.1,1,0.0008873078798161192,0.9990370427268456,7.564939333820467e-05,10.716422103322715,190.99384251425923
5.5,4.2,1.4,0.2,1,0.0009626717777824341,0.9989464801899282,9.084803228933449e-05,10.716422103322715,190.99384251425923
4.9,3.1,1.5,0.1,1,0.0011305333269848753,0.9987941919983693,7.527467464582057e-05,10.716422103322715,190.99384251425923
5.0,3.2,1.2,0.2,1,0.0005294999203395315,0.9994380553890015,3.244469065882324e-05,10.716422103322715,190.99384251425923
5.5,3.5,1.3,0.2,1,0.0010447547297911877,0.9988698216394202,8.542363078866617e-05,10.716422103322715,190.99384251425923
4.9,3.1,1.5,0.1,1,0.0011305333269848753,0.9987941919983693,7.527467464582057e-05,10.716422103322715,190.99384251425923
4.4,3.0,1.3,0.2,1,0.00042598331682601817,0.9995528370909601,2.1179592213868136e-05,10.716422103322715,190.99384251425923
5.1,3.4,1.5,0.2,1,0.0013458671857657627,0.9985509494341654,0.00010318338006877335,10.716422103322715,190.99384251425923
5.0,3.5,1.3,0.3,1,0.0006956985323013957,0.9992564640693444,4.783739835413663e-05,10.716422103322715,190.99384251425923
4.5,2.3,1.3,0.3,1,0.0008008204862793568,0.9991604433330452,3.8736180675379866e-05,10.716422103322715,190.99384251425923
4.4,3.2,1.3,0.2,1,0.0003805379863439168,0.9996000468041117,1.9415209544386023e-05,10.716422103322715,190.99384251425923
5.0,3.5,1.6,0.6,1,0.002618045537633443,0.9971554670565347,0.00022648740583185257,10.716422103322715,190.99384251425923
5.1,3.8,1.9,0.4,1,0.004847860668801767,0.9946450437420824,0.0005070955891158646,10.716422103322715,190.99384251425923
4.8,3.0,1.4,0.3,1,0.0010177036267481944,0.9989183601721633,6.393620108847118e-05,10.716422103322715,190.99384251425923
5.1,3.8,1.6,0.2,1,0.001468562853676649,0.9984064270485986,0.00012501009772482806,10.716422103322715,190.99384251425923
4.6,3.2,1.4,0.2,1,0.0006448111788424844,0.9993176601062108,3.752871494664886e-05,10.716422103322715,190.99384251425923
5.3,3.7,1.5,0.2,1,0.0014080513138088953,0.9984705441796693,0.00012140450652185065,10.716422103322715,190.99384251425923
5.0,3.3,1.4,0.2,1,0.000935695591349558,0.9989997336898416,6.457071880877292e-05,10.716422103322715,190.99384251425923
7.0,3.2,4.7,1.4,2,0.4669890919369337,0.00038015407355847903,0.5326307539895079,10.716422103322715,190.99384251425923
6.4,3.2,4.5,1.5,0,0.5458478536807697,0.0013900791480430316,0.45276206717118717,10.716422103322715,190.99384251425923
6.9,3.1,4.9,1.5,2,0.44791594476682195,0.0001802140841292224,0.5519038411490488,10.716422103322715,190.99384251425923
5.5,2.3,4.0,1.3,0,0.7121195408402955,0.017762290320805278,0.2701181688388993,10.716422103322715,190.99384251425923
6.5,2.8,4.6,1.5,0,0.5361291183449918,0.0007155448095264506,0.4631553368454817,10.716422103322715,190.99384251425923
5.7,2.8,4.5,1.3,0,0.6344828360509661,0.003538448948566384,0.3619787150004676,10.716422103322715,190.99384251425923
6.3,3.3,4.7,1.6,0,0.5205793137209115,0.0007335153543231624,0.47868717092476537,10.716422103322715,190.99384251425923
4.9,2.4,3.3,1.0,0,0.5382352685262324,0.35673939287627016,0.10502533859749753,10.716422103322715,190.99384251425923
6.6,2.9,4.6,1.3,0,0.5347638808441143,0.0008786114136647979,0.46435750774222095,10.716422103322715,190.99384251425923
5.2,2.7,3.9,1.4,0,0.7160814032210571,0.037111580614105445,0.24680701616483752,10.716422103322715,190.99384251425923
5.0,2.0,3.5,1.0,0,0.6810781096521372,0.172978445108594,0.14594344523926875,10.716422103322715,190.99384251425923
5.9,3.0,4.2,1.5,0,0.6343846193364363,0.006312338553533362,0.35930304211003045,10.716422103322715,190.99384251425923
6.0,2.2,4.0,1.0,0,0.692001682411205,0.014064719181428025,0.29393359840736694,10.716422103322715,190.99384251425923
6.1,2.9,4.7,1.4,0,0.5644022957588282,0.0010185949306144154,0.4345791093105573,10.716422103322715,190.99384251425923
5.6,2.9,3.6,1.3,0,0.6873287254537924,0.07559661509484529,0.23707465945136227,10.716422103322715,190.99384251425923
6.7,3.1,4.4,1.4,0,0.5387216896167869,0.0014629205963510171,0.4598153897868621,10.716422103322715,190.99384251425923
5.6,3.0,4.5,1.5,0,0.6268118966815618,0.0033634546986804426,0.3698246486197578,10.716422103322715,190.99384251425923
5.8,2.7,4.1,1.0,0,0.6821247387838857,0.016657734772126707,0.3012175264439875,10.716422103322715,190.99384251425923
6.2,2.2,4.5,1.5,0,0.596807389135892,0.001071273986983997,0.402121336877124,10.716422103322715,190.99384251425923
5.6,2.5,3.9,1.1,0,0.7088515299694222,0.03149630358819854,0.2596521664423793,10.716422103322715,190.99384251425923
5.9,3.2,4.8,1.8,0,0.5381183218550883,0.0006213126531361696,0.4612603654917754,10.716422103322715,190.99384251425923
6.1,2.8,4.0,1.3,0,0.6537003540209794,0.011359019893876988,0.33494062608514374,10.716422103322715,190.99384251425923
6.3,2.5,4.9,1.5,0,0.5260345998460877,0.0002871328588062504,0.47367826729510604,10.716422103322715,190.99384251425923
6.1,2.8,4.7,1.2,0,0.5789316785590399,0.0012790256089482961,0.41978929583201174,10.716422103322715,190.99384251425923
6.4,2.9,4.3,1.3,0,0.5917537609999896,0.003082476581884935,0.40516376241812546,10.716422103322715,190.99384251425923
6.6,3.0,4.4,1.4,0,0.5515959161619078,0.0015760018815454962,0.4468280819565466,10.716422103322715,190.99384251425923
6.8,2.8,4.8,1.4,2,0.4863317150941509,0.0002862502283534124,0.5133820346774957,10.716422103322715,190.99384251425923
6.7,3.0,5.0,1.7,2,0.4458471811884895,0.00011860813274898258,0.5540342106787615,10.716422103322715,190.99384251425923
6.0,2.9,4.5,1.5,0,0.5934621244742283,0.001959684046924959,0.4045781914788467,10.716422103322715,190.99384251425923
5.7,2.6,3.5,1.0,0,0.6788191499706132,0.1141526072289747,0.20702824280041213,10.716422103322715,190.99384251425923
5.5,2.4,3.8,1.1,0,0.7175414587304992,0.04587901347310852,0.23657952779639235,10.716422103322715,190.99384251425923
5.5,2.4,3.7,1.0,0,0.7117752601295547,0.07083806571415474,0.21738667415629048,10.716422103322715,190.99384251425923
5.8,2.7,3.9,1.2,0,0.6888819835087557,0.02429500405106946,0.2868230124401747,10.716422103322715,190.99384251425923
6.0,2.7,5.1,1.6,0,0.5167744169564097,0.00020464700506447105,0.48302093603852586,10.716422103322715,190.99384251425923
5.4,3.0,4.5,1.5,0,0.6443282667366,0.004284788754993673,0.3513869445084063,10.716422103322715,190.99384251425923
6.0,3.4,4.5,1.6,0,0.5719543408711334,0.0022004867719100396,0.4258451723569566,10.716422103322715,190.99384251425923
6.7,3.1,4.7,1.5,2,0.4937441059897432,0.00046050542095537467,0.5057953885893014,10.716422103322715,190.99384251425923
6.3,2.3,4.4,1.3,0,0.6077775617534626,0.0018367994166039534,0.3903856388299333,10.716422103322715,190.99384251425923
5.6,3.0,4.1,1.3,0,0.6758180434502196,0.01643456974902609,0.3077473868007545,10.716422103322715,190.99384251425923
5.5,2.5,4.0,1.3,0,0.7056340487735149,0.01970337741443049,0.27466257381205456,10.716422103322715,190.99384251425923
5.5,2.6,4.4,1.2,0,0.6731159652968017,0.006468423909147548,0.32041561079405073,10.716422103322715,190.99384251425923
6.1,3.0,4.6,1.4,0,0.5739349467645181,0.001498878120881162,0.42456617511460076,10.716422103322715,190.99384251425923
5.8,2.6,4.0,1.2,0,0.6859891044002208,0.01671854410198561,0.2972923514977937,10.716422103322715,190.99384251425923
5.0,2.3,3.3,1.0,0,0.5671938021662759,0.31916547799857575,0.11364071983514845,10.716422103322715,190.99384251425923
5.6,2.7,4.2,1.3,0,0.6770911429212138,0.010164117818399168,0.31274473926038715,10.716422103322715,190.99384251425923
5.7,3.0,4.2,1.2,0,0.6640272658129042,0.012070285028102501,0.32390244915899324,10.716422103322715,190.99384251425923
5.7,2.9,4.2,1.3,0,0.6630853779930637,0.01000967913036359,0.32690494287657273,10.716422103322715,190.99384251425923
6.2,2.9,4.3,1.3,0,0.6100097458956267,0.0039379428753084245,0.38605231122906486,10.716422103322715,190.99384251425923
5.1,2.5,3.0,1.1,1,0.4067051293070757,0.5173315569427769,0.0759633137501472,10.716422103322715,190.99384251425923
5.7,2.8,4.1,1.3,0,0.6751825023564657,0.013174911566695926,0.3116425860768384,10.716422103322715,190.99384251425923
6.3,3.3,6.0,2.5,2,0.30643194439155147,2.300976923527371e-06,0.6935657546315251,10.716422103322715,190.99384251425923
5.8,2.7,5.1,1.9,0,0.5187915099576151,0.00017272334168046857,0.4810357667007044,10.716422103322715,190.99384251425923
7.1,3.0,5.9,2.1,2,0.27975290285932636,1.7250890164054166e-06,0.7202453720516573,10.716422103322715,190.99384251425923
