sepal_length,sepal_width,petal_length,petal_width,cluster,u1,u2,u3,J,F,F2
5.1,3.5,1.4,0.2,1,0.0009304798654943,0.9990009843839012,6.853575060460962e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.9,3.0,1.4,0.2,1,0.0009955079211787,0.9989409550253644,6.353705345708372e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.7,3.2,1.3,0.2,1,0.0005249179721172,0.999444944627572,3.013740031057164e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.6,3.1,1.5,0.2,1,0.0009328032313956,0.9990106876504962,5.650911810831566e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.0,3.6,1.4,0.2,1,0.0007900938422807,0.9991532289678048,5.667718991464635e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.4,3.9,1.7,0.4,1,0.0033848373823917,0.9962521317494214,0.0003630308681868,10.716422103322715,190.99384251425923,112.89702306218848
4.6,3.4,1.4,0.3,1,0.0006555186809609,0.9993043975529096,4.008376612967309e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.0,3.4,1.5,0.2,1,0.0012091518238506,0.9987017234335784,8.912474257080137e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.4,2.9,1.4,0.2,1,0.0006163056444868,0.9993517996570374,3.189469847567267e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.9,3.1,1.5,0.1,1,0.0011305333269848,0.9987941919983692,7.527467464582057e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.4,3.7,1.5,0.2,1,0.0015672123963022,0.9982922364946986,0.0001405511089991,10.716422103322715,190.99384251425923,112.89702306218848
4.8,3.4,1.6,0.2,1,0.0013342370713078,0.9985699162308812,9.58466978108412e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.8,3.0,1.4,0.1,1,0.0007859278258082,0.9991669699218396,4.710225235232127e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.3,3.0,1.1,0.1,1,0.0001797953361594,0.9998126543271764,7.550336664417451e-06,10.716422103322715,190.99384251425923,112.89702306218848
5.8,4.0,1.2,0.2,1,0.000795000900089,0.9991309972880906,7.400181182013199e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.7,4.4,1.5,0.4,1,0.0018858627612407,0.9978957536499524,0.0002183835888068,10.716422103322715,190.99384251425923,112.89702306218848
5.4,3.9,1.3,0.4,1,0.0009700117711156,0.9989458186382676,8.416959061670974e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.1,3.5,1.4,0.3,1,0.0010588138965793,0.998861338281428,7.984782199261132e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.7,3.8,1.7,0.3,1,0.0043366650524785,0.9951586862879596,0.0005046486595616,10.716422103322715,190.99384251425923,112.89702306218848
5.1,3.8,1.5,0.3,1,0.00122236256693,0.9986766007775242,0.0001010366555458,10.716422103322715,190.99384251425923,112.89702306218848
5.4,3.4,1.7,0.2,1,0.0034650316765922,0.9962026159376888,0.0003323523857189,10.716422103322715,190.99384251425923,112.89702306218848
5.1,3.7,1.5,0.4,1,0.0014715094856741,0.9984055583004592,0.0001229322138665,10.716422103322715,190.99384251425923,112.89702306218848
4.6,3.6,1.0,0.2,1,0.0001471289981343,0.9998455757548044,7.295247061440556e-06,10.716422103322715,190.99384251425923,112.89702306218848
5.1,3.3,1.7,0.5,1,0.0039153304432724,0.995731095861389,0.0003535736953386,10.716422103322715,190.99384251425923,112.89702306218848
4.8,3.4,1.9,0.2,1,0.0034056347094231,0.9963075760417908,0.0002867892487859,10.716422103322715,190.99384251425923,112.89702306218848
5.0,3.0,1.6,0.2,1,0.0020705794187308,0.9977766013173268,0.0001528192639423,10.716422103322715,190.99384251425923,112.89702306218848
5.0,3.4,1.6,0.4,1,0.0021397792282769,0.997685895720862,0.0001743250508611,10.716422103322715,190.99384251425923,112.89702306218848
5.2,3.5,1.5,0.2,1,0.0014159445653174,0.9984696745579834,0.0001143808766992,10.716422103322715,190.99384251425923,112.89702306218848
5.2,3.4,1.4,0.2,1,0.0010957799816555,0.9988213468167674,8.287320157711555e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.7,3.2,1.6,0.2,1,0.0013417151065119,0.9985679833226004,9.030157088746296e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.8,3.1,1.6,0.2,1,0.0015799485839641,0.9983108675391996,0.0001091838768362,10.716422103322715,190.99384251425923,112.89702306218848
5.4,3.4,1.5,0.4,1,0.0024021517736007,0.9973806057404648,0.0002172424859344,10.716422103322715,190.99384251425923,112.89702306218848
5.2,4.1,1.5,0.1,1,0.0008873078798161,0.9990370427268456,7.564939333820467e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.5,4.2,1.4,0.2,1,0.0009626717777824,0.9989464801899282,9.084803228933448e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.9,3.1,1.5,0.1,1,0.0011305333269848,0.9987941919983692,7.527467464582057e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.0,3.2,1.2,0.2,1,0.0005294999203395,0.9994380553890015,3.244469065882324e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.5,3.5,1.3,0.2,1,0.0010447547297911,0.9988698216394202,8.542363078866617e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.9,3.1,1.5,0.1,1,0.0011305333269848,0.9987941919983692,7.527467464582057e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.4,3.0,1.3,0.2,1,0.000425983316826,0.99955283709096,2.1179592213868136e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.1,3.4,1.5,0.2,1,0.0013458671857657,0.9985509494341654,0.0001031833800687,10.716422103322715,190.99384251425923,112.89702306218848
5.0,3.5,1.3,0.3,1,0.0006956985323013,0.9992564640693444,4.783739835413663e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.5,2.3,1.3,0.3,1,0.0008008204862793,0.9991604433330452,3.8736180675379866e-05,10.716422103322715,190.99384251425923,112.89702306218848
4.4,3.2,1.3,0.2,1,0.0003805379863439,0.9996000468041116,1.9415209544386023e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.0,3.5,1.6,0.6,1,0.0026180455376334,0.9971554670565348,0.0002264874058318,10.716422103322715,190.99384251425923,112.89702306218848
5.1,3.8,1.9,0.4,1,0.0048478606688017,0.9946450437420824,0.0005070955891158,10.716422103322715,190.99384251425923,112.89702306218848
4.8,3.0,1.4,0.3,1,0.0010177036267481,0.9989183601721632,6.393620108847118e-05,10.716422103322715,190.99384251425923,112.89702306218848
5.1,3.8,1.6,0.2,1,0.0014685628536766,0.9984064270485986,0.0001250100977248,10.716422103322715,190.99384251425923,112.89702306218848
