0,1,cluster,u0,u1,u2,u3,u4,J
0.932177173,0.689336485,4,0.09165617095522235,0.06553619206726444,0.13222960234860495,0.07465460559672824,0.6359234290321826,0.5603847266871164
0.892181477,0.211902693,2,0.120241075107159,0.07403435627168567,0.5386209733165351,0.11834663736529438,0.14875695793932814,0.5603847266871164
0.619678641,0.800032486,4,0.23261322536138435,0.1506358884561267,0.14215629564255466,0.12893551724498906,0.34565907329494494,0.5603847266871164
0.442406954,0.368525131,3,0.2421725959364793,0.1036100145392161,0.17929595832291692,0.3568902501983342,0.11803118100305315,0.5603847266871164
0.151722363,0.760418881,1,1.464086757289281e-08,0.809150954555204,0.050699513884071255,0.07359116960917697,0.06655834731067983,0.5603847266871164
0.896559608,0.697740363,4,0.041834203639837336,0.04607130669601997,0.10022544098368463,0.05478385748816988,0.7570851911922888,0.5603847266871164
0.626312594,0.476439967,0,0.29627401351437144,0.09675739988975872,0.2541743858469416,0.1593075254419737,0.19348667530695418,0.5603847266871164
0.992087583,0.212046357,2,0.15061783226712364,0.09363671920106886,0.42970240898289536,0.13816068638484091,0.18788235316407056,0.5603847266871164
0.143285284,0.463936336,3,0.18777058691910326,0.2198050160365237,0.11855617698020375,0.3671037587395227,0.10676446132464668,0.5603847266871164
0.791528627,0.558208598,4,0.1780648807544176,0.09004816562228576,0.2393799891194089,0.11710897796804634,0.3753979865358412,0.5603847266871164
0.672920931,0.929275591,4,0.19732531821507407,0.160726712276901,0.14043906991137692,0.1263242936482003,0.37518460594844777,0.5603847266871164
0.931735865,0.995832993,4,0.1659585090805174,0.1330745222680251,0.1519522667858825,0.11887985078635983,0.4301348510792132,0.5603847266871164
0.420253057,0.396988512,3,0.25498705531570354,0.10644505079706096,0.1590362727971314,0.3646490703639157,0.11488255072618812,0.5603847266871164
0.187997849,0.959616386,1,0.15518251160768745,0.482068162215648,0.09826905715188633,0.13297189043901386,0.13150837858576572,0.5603847266871164
0.439107965,0.775744056,0,0.28367654812751386,0.23708971600830048,0.12808476483756423,0.15504675296403964,0.1961022180625816,0.5603847266871164
0.145740871,0.538248805,3,0.1969489068911647,0.28607019376293236,0.11532588191370466,0.2902976067777908,0.11135741065440759,0.5603847266871164
0.400069775,0.588048356,0,0.42598058045989984,0.14733889331684788,0.11624085046439321,0.18167386608238573,0.12876580967647336,0.5603847266871164
0.331873479,0.044696018,3,0.18037055336265678,0.12903589500534093,0.21024224326302926,0.35804064670330954,0.1223106616656632,0.5603847266871164
0.472824402,0.507220103,0,0.513779242033491,0.08545686232602281,0.12361014278546358,0.15935173063807073,0.11780202221695202,0.5603847266871164
0.560732679,0.423729803,0,0.3096954287472385,0.09767647531038161,0.24053358544078615,0.1989071871743418,0.15318732332725155,0.5603847266871164
0.3501823,0.030334791,3,0.18203971239481379,0.12902285425622007,0.2189605529988885,0.3452059306475979,0.12477094970247937,0.5603847266871164
0.434066796,0.96489609,1,0.21956497736564648,0.2810984783042701,0.1307444060421422,0.14915000512149412,0.21944213316644712,0.5603847266871164
0.976759336,0.394558791,2,0.15592351810152313,0.09263558145074305,0.37290834215611596,0.12705373615848808,0.2514788221331302,0.5603847266871164
0.04612565,0.790982057,1,0.09777731264592628,0.6330383809810524,0.07144903675688627,0.11343344450575359,0.08430182511038421,0.5603847266871164
0.295818844,0.105711356,3,0.17088458247789315,0.12434560550530717,0.1835203093707716,0.40866828946366857,0.11258121318235995,0.5603847266871164
0.316826743,0.395501277,3,0.12563941139712095,0.09503236651117632,0.10617675790458883,0.5865555869850493,0.08659587720206541,0.5603847266871164
0.21908722,0.773377904,1,0.11619111599408881,0.5923439979571203,0.07691014830207403,0.1163903460479093,0.09816439169880882,0.5603847266871164
0.346800614,0.748910768,1,0.2522885612461743,0.31598997598193834,0.11522539812216133,0.1630873149532992,0.15340874969642662,0.5603847266871164
0.686529256,0.622239954,4,0.23945918206524944,0.10387224685350277,0.1837718914665673,0.12514076205265517,0.347755917562025,0.5603847266871164
0.9641297,0.781267889,4,0.10778791312489157,0.07846359858566908,0.1292229846825521,0.08229616316719778,0.6022293404396935,0.5603847266871164
0.112800786,0.939909525,1,0.13629123572978732,0.5332537714917474,0.08968832289529693,0.12639208009869923,0.11437458978447144,0.5603847266871164
0.637715252,0.559400132,0,0.312157035140634,0.10301253552824108,0.2014155647885915,0.14132453635702202,0.24209032818551107,0.5603847266871164
0.702618862,0.119673744,2,0.1421422586622042,0.08525117793655035,0.4757552509561404,0.16676263786706605,0.1300886745780402,0.5603847266871164
0.732421676,0.728830766,4,0.14033828103286683,0.08767833842450447,0.1295465361130559,0.09192201033845197,0.5505148340911218,0.5603847266871164
0.516997446,0.008144584,2,0.18246366483988177,0.11872167072326682,0.2931602492504141,0.2694863136204226,0.13616810156601394,0.5603847266871164
0.62596072,0.298418738,2,0.16650460417910742,0.08167279000247166,0.44060669307980793,0.17567093834937617,0.1355449743892369,0.5603847266871164
0.598602633,0.448010005,0,0.3024872775076652,0.0962728568284198,0.2553836469877627,0.17423572398438164,0.17162049469177043,0.5603847266871164
0.471916895,0.130914637,3,0.1828452847282636,0.11098696626034045,0.26439545284748783,0.31649241544482465,0.12527988071908355,0.5603847266871164
0.932406032,0.960687111,4,0.15818302515543745,0.12405010252320971,0.14788042281087302,0.1130395957308971,0.4568468537795828,0.5603847266871164
0.853346735,0.761342127,4,3.133718810305143e-10,6.505763606081932e-10,3.3502731960366535e-09,9.106950306385364e-10,0.9999999947750847,0.5603847266871164
0.428787004,0.676366937,0,0.36671653136553956,0.18659750522652144,0.12300200526097863,0.16121781918861045,0.1624661389583499,0.5603847266871164
0.991541757,0.107280915,2,0.15857130379159748,0.10134571548643222,0.40790311209435476,0.1529193143416675,0.17926055428594387,0.5603847266871164
