,sepal_length,sepal_width,petal_length,petal_width,cluster,u0,u1,u2
0,5.1,3.5,1.4,0.2,1,0.14838129689186946,0.6944994262006305,0.15711927690751754
1,4.9,3.0,1.4,0.2,1,0.18471285383088099,0.605768481428748,0.20951866474031058
2,4.7,3.2,1.3,0.2,1,0.18280768408018883,0.6111113174669554,0.20608099845278832
3,4.6,3.1,1.5,0.2,1,0.1939447747042202,0.5845077048766498,0.22154752041905473
4,5.0,3.6,1.4,0.2,1,0.15925556035107313,0.6673854526603287,0.17335898698860236
5,5.4,3.9,1.7,0.4,1,0.217641631454635,0.5325635352131073,0.2497948333321839
6,4.6,3.4,1.4,0.3,1,0.18473253653177424,0.6067526161014961,0.20851484736666284
7,5.0,3.4,1.5,0.2,1,0.11523641215095246,0.81348656028788,0.07127702756116863
8,4.4,2.9,1.4,0.2,1,0.21655391684353612,0.5342936806994159,0.24915240245695083
9,4.9,3.1,1.5,0.1,1,0.17519902047963454,0.6277790774556917,0.1970219020646394
10,5.4,3.7,1.5,0.2,1,0.1977990698046236,0.5778097520986448,0.22439117809666176
11,4.8,3.4,1.6,0.2,1,0.15927498598333897,0.6663886146271912,0.17433639938947873
12,4.8,3.0,1.4,0.1,1,0.19060519939141096,0.5924277032905392,0.2169670973179762
13,4.3,3.0,1.1,0.1,1,0.22167911880540844,0.5254816461082874,0.2528392350861861
14,5.8,4.0,1.2,0.2,1,0.2360469111265419,0.4971383622116386,0.2668147266617144
15,5.7,4.4,1.5,0.4,1,0.24834467048281472,0.4707427773136022,0.28091255220348843
16,5.4,3.9,1.3,0.4,1,0.21359317631986596,0.5442776501255318,0.24212917355451521
17,5.1,3.5,1.4,0.3,1,0.14881333528182847,0.6935338458661693,0.15765281885202
18,5.7,3.8,1.7,0.3,1,0.22850709930036806,0.5084129179859032,0.26307998271365346
19,5.1,3.8,1.5,0.3,1,0.18826043219682834,0.5996111375814452,0.21212843022166597
20,5.4,3.4,1.7,0.2,1,0.1932112274051196,0.5858168299663409,0.22097194262848904
21,5.1,3.7,1.5,0.4,1,0.18018511927236727,0.6178242773358726,0.20199060339172195
22,4.6,3.6,1.0,0.2,1,0.2062177559742237,0.5610386550468717,0.23274358897879918
23,5.1,3.3,1.7,0.5,1,0.18058632339800587,0.6144043669735826,0.2050093096283916
24,4.8,3.4,1.9,0.2,1,0.1936064316444198,0.5835704391285377,0.22282312922698932
25,5.0,3.0,1.6,0.2,1,0.18531495746982724,0.6032686378780242,0.21141640465210118
26,5.0,3.4,1.6,0.4,1,0.15003507311131864,0.6903482254157343,0.15961670147296325
27,5.2,3.5,1.5,0.2,1,0.15877395558719887,0.6685430999280956,0.17268294448471685
28,5.2,3.4,1.4,0.2,1,0.156536677691034,0.6739149770693565,0.1695483452396216
29,4.7,3.2,1.6,0.2,1,0.18071539316980187,0.6146077848650175,0.20467682196513506
30,4.8,3.1,1.6,0.2,1,0.18037302425207888,0.6150999182326146,0.2045270575152653
31,5.4,3.4,1.5,0.4,1,0.1893217388713841,0.5957866580884483,0.21489160304011778
32,5.2,4.1,1.5,0.1,1,0.21786040426122022,0.5348827674158326,0.2472568283228563
33,5.5,4.2,1.4,0.2,1,0.23167845810314874,0.5059135571322588,0.262407984764494
34,4.9,3.1,1.5,0.1,1,0.17519902047963454,0.6277790774556917,0.1970219020646394
35,5.0,3.2,1.2,0.2,1,0.17555590009932304,0.6282684032337028,0.19617569666692378
36,5.5,3.5,1.3,0.2,1,0.20038528065305827,0.5724354963825324,0.22717922296433168
37,4.9,3.1,1.5,0.1,1,0.17519902047963454,0.6277790774556917,0.1970219020646394
38,4.4,3.0,1.3,0.2,1,0.21308342330936061,0.5428516336899349,0.24406494300060502
39,5.1,3.4,1.5,0.2,1,0.13034377681002368,0.7457445977433707,0.1239116254466128
40,5.0,3.5,1.3,0.3,1,0.1576076328019621,0.671314428494436,0.17107793870360777
41,4.5,2.3,1.3,0.3,1,0.24043540985477627,0.48154676614344416,0.2780178240016664
42,4.4,3.2,1.3,0.2,1,0.20685557910776436,0.5571516994453346,0.23599272144680544
43,5.0,3.5,1.6,0.6,1,0.18458305784009077,0.6062239557087473,0.20919298645112405
44,5.1,3.8,1.9,0.4,1,0.21079612243994675,0.5456374052395226,0.24356647232046477
45,4.8,3.0,1.4,0.3,1,0.1890179073096295,0.595789679038519,0.21519241365178393
46,5.1,3.8,1.6,0.2,1,0.19016180839221314,0.5948855674671971,0.21495262414052926
47,4.6,3.2,1.4,0.2,1,0.18885755563128304,0.5968768432402881,0.21426560112835488
48,5.3,3.7,1.5,0.2,1,0.18927698555892755,0.5971286567407178,0.2135943577002952
49,5.0,3.3,1.4,0.2,1,0.13776597708270202,0.7223134494879887,0.13992057342932313
50,7.0,3.2,4.7,1.4,2,0.41577171960572595,0.20700032268500268,0.3772279577092384
51,6.4,3.2,4.5,1.5,0,0.36061475237477875,0.19009210445716934,0.4492931431680502
52,6.9,3.1,4.9,1.5,2,0.45106521501904934,0.1901665525461782,0.3587682324347467
53,5.5,2.3,4.0,1.3,0,0.29717490410948955,0.24082463141801688,0.4620004644724597
54,6.5,2.8,4.6,1.5,0,0.37244714500459464,0.18266685926413492,0.44488599573127174
55,5.7,2.8,4.5,1.3,0,0.2710450262051635,0.16853845261747014,0.5604165211773781
56,6.3,3.3,4.7,1.6,0,0.3923920109536554,0.18624049829498743,0.4213674907513537
57,4.9,2.4,3.3,1.0,0,0.28810243659077683,0.32984859809590733,0.38204896531327337
58,6.6,2.9,4.6,1.3,0,0.37156818210066633,0.19317186433389638,0.4352599535654256
59,5.2,2.7,3.9,1.4,0,0.2963461178869407,0.25678411024624953,0.44686977186677274
60,5.0,2.0,3.5,1.0,0,0.2969194452605731,0.31079120753195416,0.39228934720742953
61,5.9,3.0,4.2,1.5,0,0.2693060852290155,0.17305127482725158,0.5576426399437439
62,6.0,2.2,4.0,1.0,0,0.3042112645174122,0.24102808298412917,0.4547606524984229
63,6.1,2.9,4.7,1.4,0,0.3253803168802094,0.16449228716710904,0.5101273959526955
64,5.6,2.9,3.6,1.3,0,0.2897751776779926,0.2661188759277164,0.4441059463942587
65,6.7,3.1,4.4,1.4,0,0.368381377852834,0.20555167273372452,0.4260669494134201
66,5.6,3.0,4.5,1.5,0,0.2966955322937799,0.18540411465171763,0.5179003530545114
67,5.8,2.7,4.1,1.0,0,0.2819733178045962,0.2172176900223829,0.500808992173014
68,6.2,2.2,4.5,1.5,0,0.3392067276950023,0.2011868238087208,0.459606448496255
69,5.6,2.5,3.9,1.1,0,0.2889330052165573,0.2443472831282672,0.46671971165514664
70,5.9,3.2,4.8,1.8,0,0.3837142088995118,0.1862244880283911,0.43006130307209123
71,6.1,2.8,4.0,1.3,0,0.2819466671096361,0.2013667330100868,0.5166865998802823
72,6.3,2.5,4.9,1.5,0,0.393378464600677,0.18201768674539334,0.424603848653921
73,6.1,2.8,4.7,1.2,0,0.31869803885852577,0.1741362566713466,0.5071657044701396
74,6.4,2.9,4.3,1.3,0,0.31696506448149575,0.1913149880746588,0.4917199474438496
75,6.6,3.0,4.4,1.4,0,0.35690920658739017,0.19852860264873923,0.44456219076385883
76,6.8,2.8,4.8,1.4,2,0.4185280585598906,0.19256152146260833,0.38891041997747744
77,6.7,3.0,5.0,1.7,2,0.5020923867156353,0.16747481493157917,0.33043279835279254
78,6.0,2.9,4.5,1.5,0,0.26793198593086853,0.14132506278335794,0.5907429512857806
79,5.7,2.6,3.5,1.0,0,0.28968520459456354,0.2832466749063879,0.42706812049900994
