,0,1,cluster,u0,u1,u2,u3,u4
0,0.932177173,0.689336485,3,0.06553568426876367,0.09165655930326194,0.07465440112283302,0.6359234355160891,0.13222991978906315
1,0.892181477,0.211902693,4,0.07403324290389296,0.12024120651581392,0.1183466763437603,0.14875705249781426,0.538621821738729
2,0.619678641,0.800032486,3,0.1506357869320124,0.23261320859553253,0.12893544224747325,0.3456593392622807,0.14215622296270206
3,0.442406954,0.368525131,2,0.10360992173575749,0.24217246415846408,0.3568905606562607,0.11803108215055583,0.17929597129896324
4,0.151722363,0.760418881,0,0.8091511242860021,5.924570784997248e-07,0.07359123169165081,0.0665580516096427,0.05069899995561626
5,0.896559608,0.697740363,3,0.04607108571098094,0.04183457898836061,0.054783667610308555,0.7570850687315686,0.10022559895878463
6,0.626312594,0.476439967,1,0.09675725442761507,0.2962739645175525,0.15930753697997133,0.19348667683154785,0.25417456724331455
7,0.992087583,0.212046357,4,0.09363692362742694,0.15061771798958776,0.13816060518124465,0.1878822769881528,0.4297024762135876
8,0.143285284,0.463936336,2,0.21980504875329476,0.1877705755777505,0.36710414622829385,0.10676418145177026,0.11855604798889344
9,0.791528627,0.558208598,3,0.09004786033427106,0.17806477675154808,0.11710891890139298,0.37539832365698583,0.23938012035580336
10,0.672920931,0.929275591,3,0.16072664529401712,0.19732532638255712,0.12632421602187,0.3751848134601218,0.14043899884143668
11,0.931735865,0.995832993,3,0.13307452578903722,0.16595840527786318,0.11888011375072707,0.43013469483732975,0.15195226034503817
12,0.420253057,0.396988512,2,0.10644497518541882,0.2549868948179012,0.3646494094597071,0.11488245502252527,0.15903626551444902
13,0.187997849,0.959616386,0,0.4820685046031563,0.155182541378323,0.1329718849499023,0.13150829243364223,0.09826877663498254
14,0.439107965,0.775744056,1,0.23708973802144886,0.28367662092167284,0.1550467563804449,0.19610222118345874,0.12808466349297623
15,0.145740871,0.538248805,2,0.2860703231312014,0.19694888796857993,0.2902978964903829,0.11135717016241166,0.11532572224742635
16,0.400069775,0.588048356,1,0.14733880638893915,0.4259804508732775,0.18167400133780043,0.1287658262492595,0.11624091515072682
17,0.331873479,0.044696018,2,0.12903580946887377,0.1803705261557303,0.3580407151024338,0.12231066964670063,0.21024227962626346
18,0.472824402,0.507220103,1,0.08545698520361122,0.513778832941026,0.1593518160864592,0.11780210232130527,0.12361026344760277
19,0.560732679,0.423729803,1,0.09767635461437811,0.30969537121555024,0.1989072535733961,0.15318728639300683,0.2405337342036702
20,0.3501823,0.030334791,2,0.12902278830182815,0.18203967026507512,0.3452059686933178,0.12477099014136803,0.21896058259841192
21,0.434066796,0.96489609,0,0.2810985571710503,0.21956498404042118,0.14914998182083494,0.21944213830390416,0.1307443386637916
22,0.976759336,0.394558791,4,0.09263521972349924,0.15592348377736184,0.12705366272720903,0.25147896132564557,0.37290867244628806
23,0.04612565,0.790982057,0,0.6330390160321401,0.09777764279174848,0.11343370849281827,0.08430139380507613,0.07144823887822804
24,0.295818844,0.105711356,2,0.12434547660298134,0.17088461127689528,0.40866849782917225,0.11258104229650184,0.18352037199445373
25,0.316826743,0.395501277,2,0.0950325239147473,0.12563931724322183,0.5865554122597275,0.08659579606031427,0.10617695052199451
26,0.21908722,0.773377904,0,0.5923440012541472,0.11619123072026986,0.11639056533176875,0.0981643353513023,0.07690986734251726
27,0.346800614,0.748910768,0,0.31599012212092353,0.2522885793261487,0.16308734789314366,0.1534086909231265,0.11522525973665905
28,0.686529256,0.622239954,3,0.10387208903608648,0.23945906665347153,0.12514072164166545,0.3477562268967936,0.18377189577198363
29,0.9641297,0.781267889,3,0.0784630233162068,0.10778823765366106,0.08229580319534084,0.6022296861361904,0.12922324969861712
30,0.112800786,0.939909525,0,0.5332542481205772,0.13629131887098786,0.1263921090682559,0.11437441780460929,0.08968790613557953
31,0.637715252,0.559400132,1,0.10301241962248552,0.31215697898950284,0.14132454436822836,0.2420904350285249,0.2014156219912599
32,0.702618862,0.119673744,4,0.0852505588919667,0.14214228838766435,0.16676272237466405,0.1300885961381647,0.47575583420754636
33,0.732421676,0.728830766,3,0.08767830176293635,0.14033827282921338,0.09192202473858146,0.5505147344131873,0.12954666625608668
34,0.516997446,0.008144584,4,0.11872164975486547,0.18246359007430804,0.2694863216117485,0.13616810281313527,0.29316033574594214
35,0.62596072,0.298418738,4,0.0816724871492703,0.16650449006482848,0.17567099889388582,0.13554494969832265,0.4406070741936953
36,0.598602633,0.448010005,1,0.09627272074441132,0.30248722287942614,0.17423574958555915,0.1716204711973879,0.25538383559321703
37,0.471916895,0.130914637,2,0.11098673301340291,0.1828452806336378,0.3164926003507281,0.12527973083032018,0.2643956551719136
38,0.932406032,0.960687111,3,0.12405003365832196,0.15818297024081918,0.11303969065269805,0.4568469015601012,0.1478804038880621
39,0.853346735,0.761342127,3,2.081228391636955e-08,1.0720862310080575e-08,3.038318190171515e-08,0.9999998279249356,1.1015874017156366e-07
40,0.428787004,0.676366937,1,0.1865974397100996,0.3667165547442665,0.16121788698275222,0.16246613641333538,0.12300198214954879
41,0.991541757,0.107280915,4,0.10134645700932196,0.15857112937191495,0.1529192379919499,0.1792603973554241,0.40790277827137605
42,0.005857024,0.912554108,0,0.5096520967898209,0.14192324767526612,0.14047079694399425,0.11313030017240615,0.09482355841851757
43,0.336653825,0.405858787,2,0.10465064351879295,0.16662243366296992,0.5159596136313921,0.09495609630672366,0.1178112128801252
44,0.143801385,0.908523465,0,0.5787317853786474,0.12086980757176638,0.11437798023999068,0.10496419335330373,0.08105623345630251
45,0.13855578,0.562641028,0,0.3170054618170135,0.19319571949322215,0.26564621358517726,0.11141547789617957,0.11273712720840987
